Part,Name,SupplyKind,TapeKind,TapeWidth,TapePitch,PartCount,Polarity,L,W,T,Number,PartName,Volume,LWTNumber,PartNum
0CK,104CHG6A,Tape and Reel,Paper,8,4,5000,Yes,1.5,0.8,0.8,53,0CK104CHG6A,0.96,92,10
EAE,32831201,Tape and Reel,Paper,8,4,5000,Yes,1.5,0.8,0.8,199,EAE32831201,0.96,92,26
EAE,62954801,Tape and Reel,Paper,8,4,5000,Yes,1.5,0.8,0.8,199,EAE62954801,0.96,92,26
EAE,62967017,Tape and Reel,Tray,8,4,3000,Yes,1.5,0.8,0.8,199,EAE62967017,0.96,92,26
EAE,63165001,Tape and Reel,Paper,8,4,5000,Yes,1.5,0.8,0.8,199,EAE63165001,0.96,92,26
EAE,63203701,Tape and Reel,Paper,8,4,5000,Yes,1.5,0.8,0.8,199,EAE63203701,0.96,92,26
EAM,60991201,Tape and Reel,Paper,8,4,5000,Yes,1.5,0.8,0.8,554,EAM60991201,0.96,92,30
EAP,64545901,Tape and Reel,Tray,8,4,5000,Yes,1.5,0.8,1.15,1007,EAP64545901,1.38,93,32
EAP,64545902,Tape and Reel,Tray,8,4,5000,Yes,1.5,0.8,1.15,1007,EAP64545902,1.38,93,32
EAM,62631501,Tape and Reel,Embossed,8,4,5000,Yes,1.5,0.88,0.8,555,EAM62631501,1.056,94,30
EAP,60911401,Tape and Reel,Embossed,8,4,5000,Yes,1.5,0.88,0.8,1008,EAP60911401,1.056,94,32
EAP,62666603,Tape and Reel,Embossed,8,4,5000,Yes,1.5,0.88,0.8,1008,EAP62666603,1.056,94,32
EAM,64191001,Tape and Reel,Tray,8,4,2000,Yes,1.5,1,0.55,556,EAM64191001,0.825,95,30
0RH,0000C622,Tape and Reel,Paper,8,4,5000,Yes,1.52,0.8,0.45,110,0RH0000C622,0.5472,96,19
0RH,3001C622,Tape and Reel,Paper,8,4,5000,Yes,1.52,0.8,0.45,110,0RH3001C622,0.5472,96,19
EBC,63977436,Tape and Reel,Paper,8,4,5000,Yes,1.52,0.8,0.45,1199,EBC63977436,0.5472,96,36
0CK,104CKG6A,Tape and Reel,Paper,8,4,5000,Yes,1.53,0.72,0.75,54,0CK104CKG6A,0.8262,97,10
0RH,1003C422,Tape and Reel,Paper,8,4,5000,Yes,1.53,0.8,0.45,111,0RH1003C422,0.5508,98,19
0RH,5101C622,Tape and Reel,Paper,8,4,5000,Yes,1.53,0.8,0.45,111,0RH5101C622,0.5508,98,19
0RH,1002C622,Tape and Reel,Paper,8,4,5000,Yes,1.53,0.82,0.45,112,0RH1002C622,0.56457,99,19
0RH,7501C622,Tape and Reel,Paper,8,4,5000,Yes,1.54,0.84,0.45,113,0RH7501C622,0.58212,100,19
EAE,64183401,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.75,0.75,200,EAE64183401,0.871875,101,26
EAE,64202301,Tape and Reel,Tray,8,4,5000,Yes,1.55,0.75,0.75,200,EAE64202301,0.871875,101,26
EAE,64283101,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.75,0.75,200,EAE64283101,0.871875,101,26
EAE,64283607,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.75,0.75,200,EAE64283607,0.871875,101,26
EAE,64821601,Tape and Reel,Embossed,8,4,5000,Yes,1.55,0.75,0.75,200,EAE64821601,0.871875,101,26
EAE,64821801,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.75,0.75,200,EAE64821801,0.871875,101,26
EAE,65238303,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.75,0.75,200,EAE65238303,0.871875,101,26
EAE,65238602,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.75,0.75,200,EAE65238602,0.871875,101,26
EAE,65238701,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.75,0.75,200,EAE65238701,0.871875,101,26
EAE,65244101,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.75,0.75,200,EAE65244101,0.871875,101,26
0RH,1202C422,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.8,0.45,114,0RH1202C422,0.558,102,19
0RH,1500C622,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.8,0.45,114,0RH1500C622,0.558,102,19
0RH,4700C622,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.8,0.45,114,0RH4700C622,0.558,102,19
0RH,4701C622,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.8,0.45,114,0RH4701C622,0.558,102,19
EBC,63136701,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.8,0.45,1200,EBC63136701,0.558,102,36
0CH,1103K512,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.8,0.8,35,0CH1103K512,0.992,103,9
0CH,1105F942,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.8,0.8,35,0CH1105F942,0.992,103,9
EAE,41518401,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.8,0.8,201,EAE41518401,0.992,103,26
EAE,63165101,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.8,0.8,201,EAE63165101,0.992,103,26
EAE,65123001,Tape and Reel,Paper,8,4,5000,Yes,1.55,0.8,0.8,201,EAE65123001,0.992,103,26
0RH,9101C422,Tape and Reel,Paper,8,4,5000,Yes,1.56,0.86,0.45,115,0RH9101C422,0.60372,104,19
0RH,3901C422,Tape and Reel,Paper,8,4,5000,Yes,1.58,0.85,0.45,116,0RH3901C422,0.60435,105,19
EAH,64853901,Tape and Reel,Tray,8,2,3000,Yes,1.6,0.575,0.6,466,EAH64853901,0.552,106,29
EAH,64233001,Tape and Reel,Embossed,8,4,3000,Yes,1.6,0.65,0.5,467,EAH64233001,0.52,107,29
EAH,64752701,Tape and Reel,Embossed,8,4,3000,Yes,1.6,0.65,0.5,467,EAH64752701,0.52,107,29
0RH,1000C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.4,117,0RH1000C622,0.512,108,19
0RH,2001C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.4,117,0RH2001C422,0.512,108,19
0RH,2001C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.4,117,0RH2001C622,0.512,108,19
EBC,63157701,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.4,1201,EBC63157701,0.512,108,36
EBC,63977404,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.4,1201,EBC63977404,0.512,108,36
0RH,0101C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH0101C622,0.576,109,19
0RH,0102C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH0102C422,0.576,109,19
0RH,0102C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH0102C622,0.576,109,19
0RH,0221C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH0221C622,0.576,109,19
0RH,0222C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH0222C622,0.576,109,19
0RH,0392C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH0392C622,0.576,109,19
0RH,0472C622,Tape and Reel,Embossed,8,4,5000,Yes,1.6,0.8,0.45,118,0RH0472C622,0.576,109,19
0RH,0562C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH0562C422,0.576,109,19
0RH,1000C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1000C422,0.576,109,19
0RH,1001C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1001C422,0.576,109,19
0RH,1001C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1001C622,0.576,109,19
0RH,1002C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1002C422,0.576,109,19
0RH,1003C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1003C622,0.576,109,19
0RH,1004C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1004C622,0.576,109,19
0RH,1053C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1053C422,0.576,109,19
0RH,1200C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1200C622,0.576,109,19
0RH,1201C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1201C422,0.576,109,19
0RH,1201C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1201C622,0.576,109,19
0RH,1203C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1203C422,0.576,109,19
0RH,1501C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1501C422,0.576,109,19
0RH,1501C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1501C622,0.576,109,19
0RH,1502C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1502C622,0.576,109,19
0RH,1602C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1602C422,0.576,109,19
0RH,1801C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1801C622,0.576,109,19
0RH,1802C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1802C422,0.576,109,19
0RH,1803C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH1803C622,0.576,109,19
0RH,2000C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH2000C622,0.576,109,19
0RH,2002C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH2002C422,0.576,109,19
0RH,2003C622,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,118,0RH2003C622,0.576,109,19
0RH,2200C622,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,118,0RH2200C622,0.576,109,19
0RH,2201C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH2201C422,0.576,109,19
0RH,2201C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH2201C622,0.576,109,19
0RH,2202C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH2202C422,0.576,109,19
0RH,2202C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH2202C622,0.576,109,19
0RH,2203C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH2203C622,0.576,109,19
0RH,2401C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH2401C622,0.576,109,19
0RH,2402C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH2402C422,0.576,109,19
0RH,2700C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH2700C622,0.576,109,19
0RH,2701C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH2701C422,0.576,109,19
0RH,2701C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH2701C622,0.576,109,19
0RH,2702C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH2702C622,0.576,109,19
0RH,3000C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH3000C622,0.576,109,19
0RH,3001C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH3001C422,0.576,109,19
0RH,3002C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH3002C422,0.576,109,19
0RH,3301C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH3301C422,0.576,109,19
0RH,3302C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH3302C422,0.576,109,19
0RH,3901C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH3901C622,0.576,109,19
0RH,3902C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH3902C422,0.576,109,19
0RH,3902C622,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,118,0RH3902C622,0.576,109,19
0RH,4301C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH4301C622,0.576,109,19
0RH,4701C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH4701C422,0.576,109,19
0RH,4702C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH4702C422,0.576,109,19
0RH,4702C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH4702C622,0.576,109,19
0RH,4703C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH4703C622,0.576,109,19
0RH,5100C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH5100C422,0.576,109,19
0RH,5100C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH5100C622,0.576,109,19
0RH,5601C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH5601C622,0.576,109,19
0RH,6800C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH6800C422,0.576,109,19
0RH,6801C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH6801C422,0.576,109,19
0RH,6801C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH6801C622,0.576,109,19
0RH,6802C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH6802C422,0.576,109,19
0RH,6802C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH6802C622,0.576,109,19
0RH,7500C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH7500C622,0.576,109,19
0RH,7501C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH7501C422,0.576,109,19
0RH,8200C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH8200C622,0.576,109,19
0RH,8201C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH8201C422,0.576,109,19
0RH,8201C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH8201C622,0.576,109,19
0RH,8202C422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH8202C422,0.576,109,19
0RH,9100C622,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,118,0RH9100C622,0.576,109,19
0RJ,0000C477,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,140,0RJ0000C477,0.576,109,20
0RJ,1004C477,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,140,0RJ1004C477,0.576,109,20
0RJ,1301C677,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,140,0RJ1301C677,0.576,109,20
0RJ,1303C477,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,140,0RJ1303C477,0.576,109,20
0RJ,3601C477,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,140,0RJ3601C477,0.576,109,20
0RJ,3601D677,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,140,0RJ3601D677,0.576,109,20
0RJ,3602C477,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,140,0RJ3602C477,0.576,109,20
0RJ,4303C477,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,140,0RJ4303C477,0.576,109,20
0RJ,4993C477,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,140,0RJ4993C477,0.576,109,20
0RJ,5601C477,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,140,0RJ5601C477,0.576,109,20
0RJ,6201C477,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,140,0RJ6201C477,0.576,109,20
0RJ,8201C477,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,140,0RJ8201C477,0.576,109,20
0RZ,ZR00001A,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,144,0RZZR00001A,0.576,109,21
0RZ,ZR00001E,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,144,0RZZR00001E,0.576,109,21
EBC,34096601,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC34096601,0.576,109,36
EBC,34096674,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC34096674,0.576,109,36
EBC,34867501,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC34867501,0.576,109,36
EBC,34879501,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC34879501,0.576,109,36
EBC,35866301,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC35866301,0.576,109,36
EBC,40096901,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC40096901,0.576,109,36
EBC,40097101,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC40097101,0.576,109,36
EBC,43944001,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC43944001,0.576,109,36
EBC,61677602,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC61677602,0.576,109,36
EBC,61677603,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC61677603,0.576,109,36
EBC,61677604,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC61677604,0.576,109,36
EBC,62783302,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC62783302,0.576,109,36
EBC,63137101,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63137101,0.576,109,36
EBC,63137801,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63137801,0.576,109,36
EBC,63138801,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63138801,0.576,109,36
EBC,63479001,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63479001,0.576,109,36
EBC,63615801,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63615801,0.576,109,36
EBC,63835704,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63835704,0.576,109,36
EBC,63956404,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956404,0.576,109,36
EBC,63956405,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956405,0.576,109,36
EBC,63956407,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956407,0.576,109,36
EBC,63956408,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956408,0.576,109,36
EBC,63956409,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956409,0.576,109,36
EBC,63956412,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956412,0.576,109,36
EBC,63956413,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956413,0.576,109,36
EBC,63956414,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956414,0.576,109,36
EBC,63956415,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956415,0.576,109,36
EBC,63956416,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956416,0.576,109,36
EBC,63956417,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956417,0.576,109,36
EBC,63956420,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956420,0.576,109,36
EBC,63956421,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956421,0.576,109,36
EBC,63956422,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956422,0.576,109,36
EBC,63956424,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956424,0.576,109,36
EBC,63956425,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956425,0.576,109,36
EBC,63956427,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956427,0.576,109,36
EBC,63956430,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63956430,0.576,109,36
EBC,63977405,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977405,0.576,109,36
EBC,63977406,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977406,0.576,109,36
EBC,63977407,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977407,0.576,109,36
EBC,63977408,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977408,0.576,109,36
EBC,63977409,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977409,0.576,109,36
EBC,63977410,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977410,0.576,109,36
EBC,63977411,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977411,0.576,109,36
EBC,63977412,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977412,0.576,109,36
EBC,63977413,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977413,0.576,109,36
EBC,63977414,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977414,0.576,109,36
EBC,63977415,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977415,0.576,109,36
EBC,63977416,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977416,0.576,109,36
EBC,63977417,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977417,0.576,109,36
EBC,63977418,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977418,0.576,109,36
EBC,63977419,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977419,0.576,109,36
EBC,63977420,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977420,0.576,109,36
EBC,63977422,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977422,0.576,109,36
EBC,63977424,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977424,0.576,109,36
EBC,63977425,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977425,0.576,109,36
EBC,63977426,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977426,0.576,109,36
EBC,63977427,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977427,0.576,109,36
EBC,63977428,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977428,0.576,109,36
EBC,63977430,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977430,0.576,109,36
EBC,63977431,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977431,0.576,109,36
EBC,63977432,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977432,0.576,109,36
EBC,63977433,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977433,0.576,109,36
EBC,63977434,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977434,0.576,109,36
EBC,63977437,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977437,0.576,109,36
EBC,63977438,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977438,0.576,109,36
EBC,63977439,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977439,0.576,109,36
EBC,63977440,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977440,0.576,109,36
EBC,63977441,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977441,0.576,109,36
EBC,63977442,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977442,0.576,109,36
EBC,63977443,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977443,0.576,109,36
EBC,63977444,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977444,0.576,109,36
EBC,63977446,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977446,0.576,109,36
EBC,63977447,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977447,0.576,109,36
EBC,63977448,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977448,0.576,109,36
EBC,63977449,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977449,0.576,109,36
EBC,63977450,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977450,0.576,109,36
EBC,63977451,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977451,0.576,109,36
EBC,63977452,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977452,0.576,109,36
EBC,63977456,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977456,0.576,109,36
EBC,63977462,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977462,0.576,109,36
EBC,63977465,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977465,0.576,109,36
EBC,63977466,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977466,0.576,109,36
EBC,63977469,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977469,0.576,109,36
EBC,63977470,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977470,0.576,109,36
EBC,63977471,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977471,0.576,109,36
EBC,63977472,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977472,0.576,109,36
EBC,63977473,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977473,0.576,109,36
EBC,63977474,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977474,0.576,109,36
EBC,63977477,Tape and Reel,Tray,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977477,0.576,109,36
EBC,63977478,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977478,0.576,109,36
EBC,63977479,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977479,0.576,109,36
EBC,63977480,Tape and Reel,Paper,8,4,5000,Yes,1.6,0.8,0.45,1202,EBC63977480,0.576,109,36
